event	B	AI PHOTOBOOTH & INTERACTIVE	PHOTOBOOTH AI & TƯƠNG TÁC	2	AI photobooth — full incl. printing	Photobooth AI — trọn bộ có in ảnh	Camera, tablet, licence, software, printing cost	Camera, tablet, license, phần mềm, chi phí in	Station	Trạm	4500000.00	4500000.00	4500000.00	Per station, from 3 stations upward	Giá cho mỗi trạm, từ 3 trạm trở lên	14
event	B	AI PHOTOBOOTH & INTERACTIVE	PHOTOBOOTH AI & TƯƠNG TÁC	3	Shared AI image-generation system	Hệ thống AI tạo ảnh dùng chung	Shared backend for multiple stations	Backend dùng chung cho nhiều trạm	Package	Gói	8000000.00	8000000.00	8000000.00	Mandatory when deploying 3 or more AI stations	Bắt buộc khi triển khai ≥ 3 trạm AI	15
event	B	AI PHOTOBOOTH & INTERACTIVE	PHOTOBOOTH AI & TƯƠNG TÁC	4	iPad stand / kiosk	Trụ iPad	Standing kiosk with iPad	Trụ đứng có iPad	Pc	Cái	2000000.00	2000000.00	2000000.00			16
event	B	AI PHOTOBOOTH & INTERACTIVE	PHOTOBOOTH AI & TƯƠNG TÁC	5	360 video photobooth	Video 360 photobooth	1m platform, video delivered via QR	Bục 1m, lấy video qua QR	Package	Gói	6500000.00	6500000.00	6500000.00			17
event	B	AI PHOTOBOOTH & INTERACTIVE	PHOTOBOOTH AI & TƯƠNG TÁC	6	Booth photography with QR delivery	Chụp ảnh tại gian hàng (QR lấy ảnh)	With photo frame, photo delivered via QR	Có khung chụp, lấy ảnh qua QR	Package	Gói	3500000.00	3500000.00	3500000.00			18
event	B	AI PHOTOBOOTH & INTERACTIVE	PHOTOBOOTH AI & TƯƠNG TÁC	7	Instant photo with on-site printing	Chụp ảnh lấy liền có in	Unlimited prints, 2 hours	Không giới hạn số lượng ảnh in, 2h	Package	Gói	5000000.00	5500000.00	8000000.00	Premium = 2–4h shift	Premium = ca 2–4h	19
event	B	AI PHOTOBOOTH & INTERACTIVE	PHOTOBOOTH AI & TƯƠNG TÁC	8	Interactive game	Game tương tác	On-site interactive game activity	Game hoạt náo tại sự kiện	Package	Gói	1000000.00	1000000.00	1000000.00			20
event	C	STAGE & LED SCREEN	SÂN KHẤU & MÀN HÌNH LED	1	LED screen P3	Màn hình LED P3	New P3 LED, 50cm base, black fabric skirt	LED P3 mới, chân cao 50cm, phủ vải đen	m²		900000.00	1000000.00	1000000.00			21
event	C	STAGE & LED SCREEN	SÂN KHẤU & MÀN HÌNH LED	2	LED screen P2.5	Màn hình LED P2.5	New P2.5 LED — fine pitch, high brightness	LED P2,5 mới + mịn + sáng	m²		1200000.00	1250000.00	1300000.00			22
event	C	STAGE & LED SCREEN	SÂN KHẤU & MÀN HÌNH LED	3	LED screen P1.9	Màn hình LED P1.9	New P1.9 LED — fine pitch, high brightness	LED P1,9 mới + mịn + sáng	m²		1800000.00	1800000.00	1800000.00			23
event	C	STAGE & LED SCREEN	SÂN KHẤU & MÀN HÌNH LED	4	Stage floor	Sàn sân khấu	MDF board with carpet / decal finish	Ván MDF, thảm / decal	m²		350000.00	350000.00	350000.00			24
event	C	STAGE & LED SCREEN	SÂN KHẤU & MÀN HÌNH LED	5	Carpeted ballroom floor	Sàn trải thảm hội trường	Floor carpeting	Thảm trải nền	m²		600000.00	600000.00	600000.00			25
event	C	STAGE & LED SCREEN	SÂN KHẤU & MÀN HÌNH LED	6	Stage steps set	Bộ tam cấp lên sân khấu	3-step set, carpet finish	Bộ 3 bậc, ốp thảm	Set	Bộ	3000000.00	3000000.00	3000000.00			26
event	C	STAGE & LED SCREEN	SÂN KHẤU & MÀN HÌNH LED	7	Star cloth backdrop	Màn sao (star cloth)	LED star cloth stage backdrop	Màn sao LED nền sân khấu	m²		350000.00	350000.00	350000.00			27
event	C	STAGE & LED SCREEN	SÂN KHẤU & MÀN HÌNH LED	8	Stage décor — basic	Décor sân khấu — cơ bản	Support frame + décor + simple design	Khung đỡ + décor + thiết kế đơn giản	Package	Gói	5000000.00	5000000.00	5000000.00			28
event	C	STAGE & LED SCREEN	SÂN KHẤU & MÀN HÌNH LED	9	Stage décor — 2 wings with LED	Décor sân khấu — 2 cánh có đèn LED	Two-wing décor set with integrated LED	Bộ décor 2 cánh tích hợp đèn LED	Package	Gói	30000000.00	30000000.00	35000000.00			29
event	C	STAGE & LED SCREEN	SÂN KHẤU & MÀN HÌNH LED	10	Brand light box	Hộp đèn logo thương hiệu	Acrylic light box, backlit decal	Hộp đèn mica, decal xuyên sáng	Package	Gói	4000000.00	4000000.00	4000000.00			30
event	C	STAGE & LED SCREEN	SÂN KHẤU & MÀN HÌNH LED	11	Illuminated raised lettering	Chữ nổi vào hộp có đèn (logo tên hội nghị)	Raised boxed lettering with lighting	Chữ vào hộp để cao có đèn	Pc	Cái	3000000.00	3500000.00	4000000.00			31
event	C	STAGE & LED SCREEN	SÂN KHẤU & MÀN HÌNH LED	12	Site standee wall	Standee vách tại site	Standee wall panel, foam board finish	Vách standee ốp format	Pc	Cái	2500000.00	2500000.00	2500000.00			32
event	C	STAGE & LED SCREEN	SÂN KHẤU & MÀN HÌNH LED	13	Exhibition info column	Trụ thông tin khu triển lãm	Info wall / column with decal wrap	Vách/trụ thông tin, ốp decal	m²		650000.00	650000.00	650000.00			33
event	C	STAGE & LED SCREEN	SÂN KHẤU & MÀN HÌNH LED	14	Exhibition column artwork	Artwork trụ thông tin	Printed artwork set for exhibition area	Bộ artwork in ấn cho khu triển lãm	Set	Bộ	15000000.00	15000000.00	15000000.00			34
event	C	STAGE & LED SCREEN	SÂN KHẤU & MÀN HÌNH LED	15	Column product mockup	Symptom / product mockup cột	MDF board, PU paint, decal, double-sided diecut	Ván MDF, sơn PU, dán decal, diecut 2 mặt	Pc	Cái	1000000.00	1000000.00	1000000.00			35
event	D	SOUND — LIGHTING — SPECIAL EFFECTS	ÂM THANH — ÁNH SÁNG — HIỆU ỨNG	1	Sound system	Hệ thống âm thanh	All-in, scaled to ballroom size	Trọn gói theo quy mô hội trường	Package	Gói	7000000.00	15000000.00	20000000.00	Standard interpolated for a 150–350 pax ballroom	Standard nội suy cho hội trường 150–350 pax	36
event	D	SOUND — LIGHTING — SPECIAL EFFECTS	ÂM THANH — ÁNH SÁNG — HIỆU ỨNG	2	Lighting system	Hệ thống ánh sáng	All-in, scaled to ballroom size	Trọn gói theo quy mô hội trường	Package	Gói	9000000.00	25000000.00	30000000.00			37
event	D	SOUND — LIGHTING — SPECIAL EFFECTS	ÂM THANH — ÁNH SÁNG — HIỆU ỨNG	3	Laser system	Hệ thống laser	Laser show system	Hệ thống laser trình diễn	Package	Gói	40000000.00	40000000.00	40000000.00	Large-scale events only	Chỉ áp dụng sự kiện quy mô lớn	38
event	D	SOUND — LIGHTING — SPECIAL EFFECTS	ÂM THANH — ÁNH SÁNG — HIỆU ỨNG	4	Exhibition area lighting	Ánh sáng khu triển lãm	Exhibition area lighting	Chiếu sáng khu trưng bày	Package	Gói	13000000.00	13000000.00	13000000.00			39
event	D	SOUND — LIGHTING — SPECIAL EFFECTS	ÂM THANH — ÁNH SÁNG — HIỆU ỨNG	5	Foyer spot lighting	Đèn chiếu không gian foyer	Foyer spot lighting	Đèn chiếu điểm khu vực foyer	Pc	Cái	400000.00	400000.00	400000.00			40
event	D	SOUND — LIGHTING — SPECIAL EFFECTS	ÂM THANH — ÁNH SÁNG — HIỆU ỨNG	6	50W flood light	Đèn pha 50W	Flood light for walls / booth	Đèn pha chiếu vách/gian hàng	Pc	Cái	300000.00	300000.00	300000.00			41
event	D	SOUND — LIGHTING — SPECIAL EFFECTS	ÂM THANH — ÁNH SÁNG — HIỆU ỨNG	7	Cool smoke effect	Khói hiệu ứng (cool smoke)	Cool smoke machine	Máy khói lạnh	Machine	Máy	2500000.00	2500000.00	2500000.00			42
event	D	SOUND — LIGHTING — SPECIAL EFFECTS	ÂM THANH — ÁNH SÁNG — HIỆU ỨNG	8	Smoke effect — package	Khói hiệu ứng — trọn gói	All-in smoke effect package	Trọn gói hiệu ứng khói	Package	Gói	10000000.00	10000000.00	10000000.00			43
event	D	SOUND — LIGHTING — SPECIAL EFFECTS	ÂM THANH — ÁNH SÁNG — HIỆU ỨNG	9	Confetti		Confetti cannon	Máy bắn kim tuyến	Machine	Máy	3500000.00	3500000.00	3500000.00			44
event	D	SOUND — LIGHTING — SPECIAL EFFECTS	ÂM THANH — ÁNH SÁNG — HIỆU ỨNG	10	Confetti — package	Confetti — trọn gói	All-in confetti moment package	Trọn gói confetti moment	Package	Gói	4000000.00	4000000.00	4000000.00			45
event	E	AV EQUIPMENT & TECHNICAL	THIẾT BỊ TRÌNH CHIẾU & KỸ THUẬT	1	Confidence monitor 55" / 60"	TV nhắc bài 55" / 60"	TV with stand, used as confidence monitor	TV có chân, dùng nhắc bài giảng	Pc	Cái	2500000.00	2500000.00	2500000.00			46
event	E	AV EQUIPMENT & TECHNICAL	THIẾT BỊ TRÌNH CHIẾU & KỸ THUẬT	2	TV 65"		Large-screen TV with stand	TV màn lớn có chân	Pc	Cái	4000000.00	4000000.00	4000000.00			47
event	E	AV EQUIPMENT & TECHNICAL	THIẾT BỊ TRÌNH CHIẾU & KỸ THUẬT	3	Touchscreen TV 50"	Tivi cảm ứng 50"	Interactive touchscreen display	Màn hình cảm ứng tương tác	Pc	Cái	4500000.00	4500000.00	4500000.00			48
event	E	AV EQUIPMENT & TECHNICAL	THIẾT BỊ TRÌNH CHIẾU & KỸ THUẬT	4	TV cover	Cover TV	Wooden stand with foam board front panel	Chân gỗ, ốp format phía trước	Package	Gói	3000000.00	3000000.00	3000000.00			49
event	E	AV EQUIPMENT & TECHNICAL	THIẾT BỊ TRÌNH CHIẾU & KỸ THUẬT	5	Interpreter booth + monitor	Cabin phiên dịch + monitor	Interpreter booth with monitor	Cabin phiên dịch cabin kèm màn hình	Package	Gói	1500000.00	1500000.00	1500000.00			50
event	E	AV EQUIPMENT & TECHNICAL	THIẾT BỊ TRÌNH CHIẾU & KỸ THUẬT	6	Interpretation headset	Bộ tai nghe phiên dịch	Wireless headset for delegates	Tai nghe không dây cho đại biểu	Pc	Cái	80000.00	80000.00	80000.00			51
event	E	AV EQUIPMENT & TECHNICAL	THIẾT BỊ TRÌNH CHIẾU & KỸ THUẬT	7	Laptop for slides / AV desk	Máy tính chạy slide / bàn AV	Presentation laptop	Laptop trình chiếu	Pc	Cái	300000.00	300000.00	300000.00			52
event	E	AV EQUIPMENT & TECHNICAL	THIẾT BỊ TRÌNH CHIẾU & KỸ THUẬT	8	Laser pointer / clicker	Laser pointer / bút chỉ	Presentation clicker	Bút trình chiếu	Pc	Cái	300000.00	300000.00	300000.00	Usually 2 units FOC	Thường FOC 2 cái	53
event	E	AV EQUIPMENT & TECHNICAL	THIẾT BỊ TRÌNH CHIẾU & KỸ THUẬT	9	Show technical direction	Kỹ thuật chương trình (đạo diễn kỹ thuật)	LED, sound, lighting, laser, slides	LED, âm thanh, ánh sáng, laser, slide	Package	Gói	5000000.00	5000000.00	6000000.00			54
event	E	AV EQUIPMENT & TECHNICAL	THIẾT BỊ TRÌNH CHIẾU & KỸ THUẬT	10	Dedicated internet line	Internet đường truyền riêng	VNPT — dedicated line for livestream	VNPT — đường truyền riêng cho livestream	Package	Gói	4060000.00	4070000.00	4070000.00			55
event	F	LOGISTICS, SETUP & CREW	VẬN CHUYỂN, LẮP ĐẶT & NHÂN SỰ	1	Round-trip transport — in-city	Vận chuyển 2 chiều — nội thành	Within HCMC / Hanoi / Da Nang	HCM / HN / ĐN nội thành	Package	Gói	15000000.00	15000000.00	15000000.00			56
event	F	LOGISTICS, SETUP & CREW	VẬN CHUYỂN, LẮP ĐẶT & NHÂN SỰ	2	Round-trip transport — inter-province	Vận chuyển 2 chiều — liên tỉnh	Da Nang, Can Tho, Phu Quoc, remote provinces	ĐN, Cần Thơ, Phú Quốc, tỉnh xa	Package	Gói	35000000.00	35000000.00	45000000.00			57
event	F	LOGISTICS, SETUP & CREW	VẬN CHUYỂN, LẮP ĐẶT & NHÂN SỰ	3	Setup & dismantling — small/medium	Lắp đặt & tháo dỡ — quy mô nhỏ/vừa	Includes rehearsal one day prior	Bao gồm rehearsal trước 1 ngày	Package	Gói	10000000.00	10000000.00	10000000.00			58
event	F	LOGISTICS, SETUP & CREW	VẬN CHUYỂN, LẮP ĐẶT & NHÂN SỰ	4	Setup & dismantling — large scale	Lắp đặt & tháo dỡ — quy mô lớn	Large stage, multiple elements	Sân khấu lớn, nhiều hạng mục	Package	Gói	35000000.00	35000000.00	35000000.00			59
event	F	LOGISTICS, SETUP & CREW	VẬN CHUYỂN, LẮP ĐẶT & NHÂN SỰ	5	On-site technician	Nhân sự kỹ thuật onsite	Technician, daily rate	Nhân sự kỹ thuật theo ngày	Person	Người	3000000.00	3000000.00	3000000.00			60
event	F	LOGISTICS, SETUP & CREW	VẬN CHUYỂN, LẮP ĐẶT & NHÂN SỰ	6	On-site escort / usher	Escort / lễ tân onsite	Support crew on site	Nhân sự hỗ trợ tại sự kiện	Person	Người	500000.00	500000.00	500000.00			61
event	F	LOGISTICS, SETUP & CREW	VẬN CHUYỂN, LẮP ĐẶT & NHÂN SỰ	7	Project account / producer	Account theo dõi dự án	Coordination before, during & after the event	Điều phối trước – trong – sau sự kiện	Person	Người	4000000.00	12000000.00	20000000.00	Depends on complexity & number of sites	Theo độ phức tạp & số site	62
event	F	LOGISTICS, SETUP & CREW	VẬN CHUYỂN, LẮP ĐẶT & NHÂN SỰ	8	Project team travel	Chi phí công tác (travel) cho team dự án	Airfare, accommodation & transfers, per trip	Vé, lưu trú, đi lại cho 1 chuyến	Person/trip	Người/chuyến	4000000.00	5000000.00	6000000.00			63
event	F	LOGISTICS, SETUP & CREW	VẬN CHUYỂN, LẮP ĐẶT & NHÂN SỰ	9	Miscellaneous / contingency	Chi phí phát sinh dự phòng	Contingency for on-site variations	Dự phòng phát sinh onsite	Package	Gói	5000000.00	10000000.00	10000000.00	Typically 3–5% of production value	Thường 3–5% giá trị sản xuất	64
event	G	F&B, GIFTS & KEY MOMENTS	F&B, QUÀ TẶNG & KHOẢNH KHẮC	1	Tea break	Teabreak	Per head	Theo đầu người	Pax		120000.00	120000.00	120000.00	Excludes hotel charges if booked separately	Chưa gồm phí khách sạn nếu book riêng	65
design	A	IDENTITY & KEY VISUAL	NHẬN DIỆN & KEY VISUAL	1	Key Visual design	Thiết kế Key Visual (KV)	Master KV for the campaign/event, 2 revision rounds	KV chính của chiến dịch/sự kiện, 2 vòng chỉnh sửa	Package	Gói	5000000.00	10000000.00	15000000.00	Basic: internal / single-site · Premium: multi-site campaign	Basic: sự kiện nội bộ/1 site · Premium: chiến dịch đa site	1
design	A	IDENTITY & KEY VISUAL	NHẬN DIỆN & KEY VISUAL	2	Dynamic KV design	Thiết kế KV động (Dynamic KV)	Motion KV for LED, backdrop & social	KV chuyển động dùng cho LED/backdrop/social	Package	Gói	3000000.00	5000000.00	5000000.00			2
design	A	IDENTITY & KEY VISUAL	NHẬN DIỆN & KEY VISUAL	3	Additional KV route	Phương án KV bổ sung	Each additional KV route presented in the same round	Mỗi phương án KV thứ 2 trở đi trình cùng lượt	Route	Phương án	3000000.00	5000000.00	7000000.00	Usually charged at 60–70% of the master KV rate	Thường tính 60–70% giá KV gốc	3
design	A	IDENTITY & KEY VISUAL	NHẬN DIỆN & KEY VISUAL	4	KV adaptation / resize	Adapt KV sang kích thước khác	Same concept, relaid out to a new ratio	Giữ nguyên concept, dàn lại theo tỉ lệ mới	Size		300000.00	500000.00	800000.00	From the 2nd size; 10+ sizes should roll into the 2D package	Áp dụng từ size thứ 2; ≥10 size nên gộp vào gói 2D	4
design	A	IDENTITY & KEY VISUAL	NHẬN DIỆN & KEY VISUAL	5	Event logo lockup	Logo / lockup sự kiện	Dedicated congress/campaign logo, 3 routes	Logo riêng cho hội nghị/chiến dịch, 3 phương án	Package	Gói	4000000.00	8000000.00	15000000.00	Includes vector files + basic usage guide	Bao gồm file vector + hướng dẫn dùng cơ bản	5
design	A	IDENTITY & KEY VISUAL	NHẬN DIỆN & KEY VISUAL	6	Event identity mini guideline	Mini guideline nhận diện sự kiện	Colour, font & KV usage standards for all vendors	Quy chuẩn màu, font, cách dùng KV cho các bên thi công	Package	Gói	5000000.00	10000000.00	18000000.00	Recommended when 3 or more vendors build in parallel	Nên bán kèm khi có ≥3 nhà thầu cùng thi công	6
design	B	EVENT COLLATERAL PACKAGE (2D / 3D)	GÓI ẤN PHẨM SỰ KIỆN (2D / 3D)	1	2D design package	Gói thiết kế 2D	Invitation, backdrop, hashtag, standee, handout, collateral	Thiệp mời, backdrop, hashtag, standee, handout, ấn phẩm	Package	Gói	8000000.00	15000000.00	35000000.00	Premium: multi-site collateral set, 15+ items	Premium: bộ ấn phẩm đa site, ≥15 đầu mục	7
design	B	EVENT COLLATERAL PACKAGE (2D / 3D)	GÓI ẤN PHẨM SỰ KIỆN (2D / 3D)	2	3D design package	Gói thiết kế 3D	3D renders of stage, photobooth & exhibition booth	Phối cảnh 3D sân khấu, photobooth, booth triển lãm	Package	Gói	6000000.00	10000000.00	30000000.00	Premium: multiple routes + detailed renders	Premium: nhiều phương án + render chi tiết	8
design	B	EVENT COLLATERAL PACKAGE (2D / 3D)	GÓI ẤN PHẨM SỰ KIỆN (2D / 3D)	3	Single 2D item design	Thiết kế lẻ ấn phẩm 2D	When the client needs only 1–2 items, not the full package	Khi client chỉ cần 1–2 đầu mục, không lấy trọn gói	Item	Đầu mục	1500000.00	2500000.00	4000000.00	6+ items — the 2D package is better value	≥6 đầu mục nên chuyển sang gói 2D cho lợi hơn	9
design	B	EVENT COLLATERAL PACKAGE (2D / 3D)	GÓI ẤN PHẨM SỰ KIỆN (2D / 3D)	4	Exhibition artwork set	Artwork khu triển lãm / trụ thông tin	Artwork set for columns, walls & exhibition area	Bộ artwork cho trụ, vách, khu trưng bày	Set	Bộ	8000000.00	15000000.00	15000000.00			10
design	B	EVENT COLLATERAL PACKAGE (2D / 3D)	GÓI ẤN PHẨM SỰ KIỆN (2D / 3D)	5	Event packaging / gift box design	Thiết kế bao bì / hộp quà sự kiện	Dieline layout, gift box artwork, bags & labels	Dàn khuôn bế, artwork hộp quà, túi, tem nhãn	Package	Gói	3000000.00	6000000.00	12000000.00	Excludes die-cutting cost — see sheet 4. PRINTING	Chưa gồm phí bế khuôn — xem sheet 4. IN ẤN	11
design	C	OOH & VISUAL COMMUNICATION	QUẢNG CÁO NGOÀI TRỜI & TRUYỀN THÔNG THỊ GIÁC	1	Digital banner (web / social)	Banner digital (web / social)	One master size, KV already available	1 kích thước gốc, đã có KV sẵn	Pc	Cái	800000.00	1500000.00	2500000.00	Without an existing KV, add the KV design fee	Chưa có KV: cộng thêm phí thiết kế KV	12
design	C	OOH & VISUAL COMMUNICATION	QUẢNG CÁO NGOÀI TRỜI & TRUYỀN THÔNG THỊ GIÁC	2	Digital banner set	Bộ banner digital theo chiến dịch	Full set of 8–12 sizes for web, social & GDN	Trọn bộ 8–12 size cho web, social, GDN	Set	Bộ	5000000.00	9000000.00	15000000.00	~30% cheaper than ordering each size separately	Rẻ hơn ~30% so với đặt lẻ từng size	13
design	C	OOH & VISUAL COMMUNICATION	QUẢNG CÁO NGOÀI TRỜI & TRUYỀN THÔNG THỊ GIÁC	3	Outdoor banner / street banner	Banner / băng rôn ngoài trời	Hi-flex, PP, hanging banner — large-format print file	Hi-flex, PP, phông treo — file in khổ lớn	Design	Mẫu	1500000.00	2500000.00	4000000.00	Excludes printing cost — see sheet 4. PRINTING	Chưa gồm chi phí in — xem sheet 4. IN ẤN	14
design	C	OOH & VISUAL COMMUNICATION	QUẢNG CÁO NGOÀI TRỜI & TRUYỀN THÔNG THỊ GIÁC	4	Poster		A2–A0, 300dpi print file	Khổ A2–A0, file in 300dpi	Design	Mẫu	1500000.00	3000000.00	5000000.00	Premium: scientific poster / complex infographic	Premium: poster khoa học/infographic phức tạp	15
design	C	OOH & VISUAL COMMUNICATION	QUẢNG CÁO NGOÀI TRỜI & TRUYỀN THÔNG THỊ GIÁC	5	Billboard / OOH panel	Billboard / pano OOH	Large-format design with viewing-distance calculation	Thiết kế khổ lớn, tính toán khoảng cách nhìn	Design	Mẫu	5000000.00	8000000.00	15000000.00	Premium: multi-location set, multiple panel ratios	Premium: bộ nhiều điểm, nhiều tỉ lệ pano	16
design	C	OOH & VISUAL COMMUNICATION	QUẢNG CÁO NGOÀI TRỜI & TRUYỀN THÔNG THỊ GIÁC	6	Standee / roll-up		Standard 0.8×2m or 0.6×1.6m	Chuẩn 0,8×2m hoặc 0,6×1,6m	Design	Mẫu	1000000.00	1500000.00	2500000.00			17
design	C	OOH & VISUAL COMMUNICATION	QUẢNG CÁO NGOÀI TRỜI & TRUYỀN THÔNG THỊ GIÁC	7	Backdrop design	Backdrop / phông nền sự kiện	Stage, photobooth & check-in backdrop	Backdrop sân khấu, photobooth, khu check-in	Design	Mẫu	2000000.00	3000000.00	5000000.00	Already included if the full 2D package is taken	Đã bao gồm trong gói 2D nếu lấy trọn gói	18
design	C	OOH & VISUAL COMMUNICATION	QUẢNG CÁO NGOÀI TRỜI & TRUYỀN THÔNG THỊ GIÁC	8	Hashtag props design	Hashtag cầm tay & props	Diecut hashtag & photo props	Diecut hashtag, props chụp ảnh	Set	Bộ	300000.00	300000.00	300000.00			19
design	C	OOH & VISUAL COMMUNICATION	QUẢNG CÁO NGOÀI TRỜI & TRUYỀN THÔNG THỊ GIÁC	9	Wayfinding signage	Wayfinding / bảng chỉ dẫn	Directional signs, floor plans & zone boards	Bảng chỉ dẫn, sơ đồ, bảng khu vực	Set	Bộ	2000000.00	4000000.00	7000000.00			20
design	D	MARKETING MATERIALS & COLLATERAL	MATERIAL & ẤN PHẨM MARKETING	1	Brochure / folded leaflet	Brochure / leaflet gấp	2–3 folds, up to 6 panels	Gấp 2–3, tối đa 6 mặt	Design	Mẫu	3000000.00	5000000.00	8000000.00	From the 7th panel, charged at the per-page rate	Từ mặt thứ 7 tính theo đơn giá trang	21
design	D	MARKETING MATERIALS & COLLATERAL	MATERIAL & ẤN PHẨM MARKETING	2	Flyer A5–A4	Flyer / tờ rơi A5–A4	Double-sided, 300dpi print file	2 mặt, file in 300dpi	Design	Mẫu	1500000.00	2500000.00	4000000.00			22
design	D	MARKETING MATERIALS & COLLATERAL	MATERIAL & ẤN PHẨM MARKETING	3	Catalogue / booklet — per page	Catalogue / booklet — theo trang	Content layout, KV & copy already supplied	Dàn trang nội dung, đã có KV & nội dung sẵn	Page	Trang	500000.00	800000.00	1200000.00	Cover counts as 2 content pages	Bìa tính bằng 2 trang nội dung	23
design	D	MARKETING MATERIALS & COLLATERAL	MATERIAL & ẤN PHẨM MARKETING	4	Conference handout	Handout / tài liệu hội nghị	Conference handout set, scientific layout	Bộ tài liệu phát tại hội nghị, dàn trang khoa học	Set	Bộ	3000000.00	5000000.00	8000000.00			24
design	D	MARKETING MATERIALS & COLLATERAL	MATERIAL & ẤN PHẨM MARKETING	5	Printed invitation	Thiệp mời (bản in)	Folded invitation with diecut per design	Thiệp gập, có diecut theo thiết kế	Design	Mẫu	1500000.00	3000000.00	5000000.00			25
design	D	MARKETING MATERIALS & COLLATERAL	MATERIAL & ẤN PHẨM MARKETING	6	Company profile		12–20 page capability profile	Hồ sơ năng lực 12–20 trang	Package	Gói	8000000.00	15000000.00	25000000.00	Excludes photography & copywriting	Chưa gồm chụp ảnh & viết nội dung	26
design	D	MARKETING MATERIALS & COLLATERAL	MATERIAL & ẤN PHẨM MARKETING	7	Infographic		Data visualisation, single A4/A3 page	Sơ đồ hoá dữ liệu, 1 trang A4/A3	Design	Mẫu	1500000.00	3000000.00	5000000.00	Premium: multi-layered medical data infographic	Premium: infographic dữ liệu y khoa nhiều lớp	27
design	D	MARKETING MATERIALS & COLLATERAL	MATERIAL & ẤN PHẨM MARKETING	8	Stationery set	Bộ văn phòng phẩm	Business card, letterhead, folder, envelope	Namecard, letterhead, folder, phong bì	Set	Bộ	3000000.00	5000000.00	8000000.00			28
design	D	MARKETING MATERIALS & COLLATERAL	MATERIAL & ẤN PHẨM MARKETING	9	Presentation template	Template trình chiếu (PPT / Keynote)	Master slide, 10–20 branded layouts	Master slide, 10–20 layout theo nhận diện	Set	Bộ	3000000.00	6000000.00	10000000.00	Premium: scientific template with pre-built charts	Premium: template khoa học có biểu đồ dựng sẵn	29
design	D	MARKETING MATERIALS & COLLATERAL	MATERIAL & ẤN PHẨM MARKETING	10	Speaker deck layout	Dàn trang slide bài giảng speaker	Standardising speaker slides to the event identity	Chuẩn hoá slide bài giảng theo nhận diện sự kiện	Slide		150000.00	250000.00	400000.00	Minimum 20 slides per order	Tối thiểu 20 slide/lượt	30
